,Unnamed: 0,unique_id,node,category_list,construct_list,ml_words_updated,shape,icon,cons_synnonyms,cat_synnonyms,description,emb_string,psid,sid
157,25014,abbvie_criteria_abbvie_aa_nsm_deck1_0127_2_abbvie_aa_nsm,2,['criterium'],['assessment'],"['calculator', 'clipboard', 'cup', 'curtain', 'eraser', 'ipad', 'magnifying', 'glas', 'paper', 'paper', 'clip', 'pen', 'spectacle']",['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['clip', 'rating', 'score', 'magnifying', 'assessment', 'glas', 'spectacle', 'valuation', 'scoring', 'pen', 'system', 'clipboard', 'paper', 'calculator', 'cup', 'ipad', 'criterium', 'rectangle', 'eraser', 'curtain', 'evaluation']",. The category is criteria. The construct is assessment and contain calculator clipboard cup curtain eraser ipad magnifying glass paper paper clip pen spectacle having shape of a rectangle,126,127
158,23705,abbvie_assessment_abbvie_aa_nsm_deck1_0249_8_abbvie_aa_nsm,8,['assessment'],['assessment'],"['curtain', 'scale']",['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'rectangle', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'scale', 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain scale having shape of a rectangle,249,249
159,23709,abbvie_assessment_abbvie_aa_nsm_deck1_0250_2_abbvie_aa_nsm,2,['assessment'],['assessment'],['curtain'],['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'rectangle', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain having shape of a rectangle,249,250
160,10106,abbvie_table_of_contents_abbvie_aa_nsm_deck1_0058_2_abbvie_aa_nsm,2,['table of content'],['assessment'],[],['circle'],"['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'circle', 'assessment', 'table of content', 'valuation', 'scoring', 'system', 'check', 'evaluation']",. The category is table_of_contents. The construct is assessment having shape of a circle with check mark icon,57,58
161,23710,abbvie_assessment_abbvie_aa_nsm_deck1_0251_3_abbvie_aa_nsm,3,['assessment'],['assessment'],['curtain'],['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'rectangle', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain having shape of a rectangle,249,251
162,23714,abbvie_assessment_abbvie_aa_nsm_deck1_0253_5_abbvie_aa_nsm,5,['assessment'],['assessment'],"['curtain', 'scale']",['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'rectangle', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'scale', 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain scale having shape of a rectangle,249,253
163,23716,abbvie_assessment_abbvie_aa_nsm_deck1_0254_6_abbvie_aa_nsm,6,['assessment'],['assessment'],"['curtain', 'scale']",['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'rectangle', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'scale', 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain scale having shape of a rectangle,249,254
164,23717,abbvie_assessment_abbvie_aa_nsm_deck1_0255_7_abbvie_aa_nsm,7,['assessment'],['assessment'],"['curtain', 'scale']",['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'rectangle', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'scale', 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain scale having shape of a rectangle,249,255
165,23719,abbvie_assessment_abbvie_aa_nsm_deck1_0256_1_abbvie_aa_nsm,1,['assessment'],['assessment'],[],[],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'stake', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment,256,256
166,23721,abbvie_assessment_abbvie_aa_nsm_deck1_0257_1_abbvie_aa_nsm,1,['assessment'],['assessment'],['curtain'],"['arrow', 'circle', 'pointed', 'rectangle']","['gear', 'magnifying', 'glas', 'toolkit', 'verified']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'gear', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'toolkit', 'circle', 'closer look', 'rectangle', 'stake', 'arrow', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'verified', 'pointed', 'key risk indicator', 'magnifying', 'systematic review', 'judgement', 'assessment', 'working session', 'glas', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain having shape of a arrow circle pointed rectangle with gear magnifying glas toolkit verified icon,257,257
167,23725,abbvie_assessment_abbvie_aa_nsm_deck1_0258_1_abbvie_aa_nsm,1,['assessment'],['assessment'],['curtain'],[],"['gear', 'magnifying', 'glas', 'scale', 'toolkit']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'gear', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'toolkit', 'closer look', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'magnifying', 'systematic review', 'judgement', 'assessment', 'working session', 'glas', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'scale', 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain with gear magnifying glas scale toolkit icon,258,258
168,14739,abbvie_checklist_abbvie_aa_nsm_deck1_0093_2_abbvie_aa_nsm,2,['checklist'],['assessment'],"['check', 'list', 'curtain', 'hand', 'pencil']",['square'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['things to do', 'tally', 'account', 'list', 'register', 'registry', 'user story', 'note', 'taking note', 'roundtable', 'round table', ""to do'"", 'can do cannot do', 'did and did not do', 'task', 'to-do list', 'index', 'content', 'manifest', 'target', 'tasklist']","['round table', ""to do'"", 'note', 'pencil', 'task', 'manifest', 'user story', 'rating', 'score', 'assessment', 'can do cannot do', 'roundtable', 'tally', 'to-do list', 'list', 'account', 'tasklist', 'valuation', 'target', 'scoring', 'content', 'index', 'system', 'check', 'taking note', 'registry', 'square', 'things to do', 'checklist', 'did and did not do', 'register', 'curtain', 'hand', 'evaluation']",. The category is checklist. The construct is assessment and contain check list curtain hand pencil having shape of a square,92,93
169,23713,abbvie_assessment_abbvie_aa_nsm_deck1_0252_4_abbvie_aa_nsm,4,['assessment'],['assessment'],"['curtain', 'scale']",['rectangle'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['critical analysi', 'computation', 'estimation', 'determine', 'valuation', 'understanding', ""what's working"", ""what's not working"", ""what's working and not working"", 'working session', 'krus', 'key risk indicator', 'standing', 'understand', 'yes or no', ""to do'"", 'closer look', 'stake', 'systematic review', ""what's at stake"", 'itemization', 'true or false', 'analysi', 'appraisal', 'rating', 'evaluation', 'study', 'examination', 'inspection', 'probe', 'review', 'audit', 'investigation', 'judgement', 'gauging']","[""what's working"", 'itemization', 'rating', 'inspection', 'score', 'valuation', 'yes or no', 'scoring', 'system', 'understanding', 'study', 'closer look', 'rectangle', 'stake', 'curtain', ""what's not working"", 'estimation', 'review', ""to do'"", 'key risk indicator', 'systematic review', 'judgement', 'working session', 'assessment', 'true or false', 'evaluation', 'appraisal', 'analysi', 'gauging', 'standing', 'understand', 'krus', 'determine', 'audit', 'critical analysi', 'examination', ""what's working and not working"", 'scale', 'computation', 'probe', ""what's at stake"", 'investigation']",. The category is assessment. The construct is assessment and contain curtain scale having shape of a rectangle,249,252
170,25065,abbvie_criteria_abbvie_aa_nsm_deck1_0164_5_abbvie_aa_nsm,5,['criterium'],['assessment'],[],"['rectangle', 'square']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square,160,164
171,10108,abbvie_table_of_contents_abbvie_aa_nsm_deck1_0059_3_abbvie_aa_nsm,3,['table of content'],['assessment'],[],['circle'],"['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'circle', 'assessment', 'table of content', 'valuation', 'scoring', 'system', 'check', 'evaluation']",. The category is table_of_contents. The construct is assessment having shape of a circle with check mark icon,57,59
172,25025,abbvie_criteria_abbvie_aa_nsm_deck1_0135_6_abbvie_aa_nsm,6,['criterium'],['assessment'],"['cell', 'phone', 'curtain']",['square'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['cell', 'rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'scoring', 'system', 'phone', 'curtain', 'evaluation']",. The category is criteria. The construct is assessment and contain cell phone curtain having shape of a square,131,135
173,25041,abbvie_criteria_abbvie_aa_nsm_deck1_0148_6_abbvie_aa_nsm,6,['criterium'],['assessment'],"['clipboard', 'curtain']","['ribbon', 'square']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'scoring', 'system', 'clipboard', 'curtain', 'ribbon', 'evaluation']",. The category is criteria. The construct is assessment and contain clipboard curtain having shape of a ribbon square,144,148
174,8130,abbvie_principles_abbvie_aa_nsm_deck1_0042_1_abbvie_aa_nsm,1,['principle'],['assessment'],"['clipboard', 'woman']",[],"['check', 'mark', 'cros', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'cros', 'assessment', 'valuation', 'principle', 'woman', 'scoring', 'system', 'clipboard', 'check', 'evaluation']",. The category is principles. The construct is assessment and contain clipboard woman with check mark cros mark icon,42,42
175,18092,abbvie_comparison_abbvie_aa_nsm_deck1_0346_2_abbvie_aa_nsm,2,['comparison'],['assessment'],['curtain'],"['rectangle', 'semi', 'circle']","['callout', 'check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['comparable', 'benchmark', 'a b testing', 'good vs bad', 'parallel', 'side by side', 'two side', 'similarity', ""what's working"", 'alike and different', 'equal', 'same and different', 'common', 'commonality', 'less and more', 'laggard', 'loyalist', 'dabbler', 'early adopter', 'ea', 'migration', 'migrate', 'today', 'tomorrow', 'today vs tomorrow', 'actual vs forecast', 'assumptions vs actual', 'nearest', 'left and right', 'a to b', 'opposite', 'ups and down', 'dichotomy', 'up vs down slide', 'high to low', 'comparing', 'old vs. new', 'here to there', 'known and unknown', 'pre post', 'known or not known', 'above or below', 'actual vs. anticipated', 'this then', 'this then that', 'increase and decrease', 'split screen', 'proactive vs. reactive', 'baseline', 'comparative', 'opposite end', 'polarity', 'upsides downside', 'competition divider', 'comparator', 'where we are where we want to be', 'true or false', 'differentiation', 'correlation', 'parity', 'equivalence', 'compatibility', 'pros and con', 'before and after', 'parallelism']","['parity', ""what's working"", 'commonality', 'this then that', 'split screen', 'above or below', 'opposite end', 'score', 'migration', 'high to low', 'comparison', 'known or not known', 'comparing', 'valuation', 'alike and different', 'scoring', 'benchmark', 'system', 'semi', 'baseline', 'parallelism', 'opposite', 'up vs down slide', 'actual vs forecast', 'differentiation', 'common', 'parallel', 'here to there', 'nearest', 'same and different', 'early adopter', 'pre post', 'competition divider', 'equivalence', 'less and more', 'ups and down', 'increase and decrease', 'comparator', 'pros and con', 'correlation', 'evaluation', 'rating', 'dabbler', 'good vs bad', 'side by side', 'today vs tomorrow', 'actual vs. anticipated', 'left and right', 'circle', 'comparable', 'rectangle', 'similarity', 'curtain', 'check', 'laggard', 'mark', 'migrate', 'upsides downside', 'a to b', 'assessment', 'comparative', 'true or false', 'a b testing', 'where we are where we want to be', 'old vs. new', 'loyalist', 'today', 'this then', 'polarity', 'ea', 'two side', 'callout', 'proactive vs. reactive', 'dichotomy', 'equal', 'compatibility', 'tomorrow', 'assumptions vs actual', 'known and unknown', 'before and after']",. The category is comparison. The construct is assessment and contain curtain having shape of a rectangle semi circle with callout check mark icon,345,346
176,17342,abbvie_risks_and_benefits_abbvie_aa_nsm_deck1_0017_2_abbvie_aa_nsm,2,['risks and benefit'],['assessment'],[],"['circle', 'rectangle']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'risks and benefit', 'circle', 'assessment', 'valuation', 'rectangle', 'scoring', 'system', 'evaluation']",. The category is risks_and_benefits. The construct is assessment having shape of a circle rectangle,16,17
177,18090,abbvie_comparison_abbvie_aa_nsm_deck1_0345_6_abbvie_aa_nsm,6,['comparison'],['assessment'],['curtain'],"['rectangle', 'semi', 'circle']","['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['comparable', 'benchmark', 'a b testing', 'good vs bad', 'parallel', 'side by side', 'two side', 'similarity', ""what's working"", 'alike and different', 'equal', 'same and different', 'common', 'commonality', 'less and more', 'laggard', 'loyalist', 'dabbler', 'early adopter', 'ea', 'migration', 'migrate', 'today', 'tomorrow', 'today vs tomorrow', 'actual vs forecast', 'assumptions vs actual', 'nearest', 'left and right', 'a to b', 'opposite', 'ups and down', 'dichotomy', 'up vs down slide', 'high to low', 'comparing', 'old vs. new', 'here to there', 'known and unknown', 'pre post', 'known or not known', 'above or below', 'actual vs. anticipated', 'this then', 'this then that', 'increase and decrease', 'split screen', 'proactive vs. reactive', 'baseline', 'comparative', 'opposite end', 'polarity', 'upsides downside', 'competition divider', 'comparator', 'where we are where we want to be', 'true or false', 'differentiation', 'correlation', 'parity', 'equivalence', 'compatibility', 'pros and con', 'before and after', 'parallelism']","['parity', ""what's working"", 'commonality', 'this then that', 'split screen', 'above or below', 'opposite end', 'score', 'migration', 'high to low', 'comparison', 'known or not known', 'comparing', 'valuation', 'alike and different', 'scoring', 'benchmark', 'system', 'semi', 'baseline', 'parallelism', 'opposite', 'up vs down slide', 'actual vs forecast', 'differentiation', 'common', 'parallel', 'here to there', 'nearest', 'same and different', 'early adopter', 'pre post', 'competition divider', 'equivalence', 'less and more', 'ups and down', 'increase and decrease', 'comparator', 'pros and con', 'correlation', 'evaluation', 'rating', 'dabbler', 'good vs bad', 'side by side', 'today vs tomorrow', 'actual vs. anticipated', 'left and right', 'circle', 'comparable', 'rectangle', 'similarity', 'check', 'curtain', 'laggard', 'mark', 'migrate', 'upsides downside', 'a to b', 'assessment', 'comparative', 'true or false', 'a b testing', 'where we are where we want to be', 'old vs. new', 'loyalist', 'today', 'this then', 'polarity', 'ea', 'two side', 'proactive vs. reactive', 'dichotomy', 'equal', 'compatibility', 'tomorrow', 'assumptions vs actual', 'known and unknown', 'before and after']",. The category is comparison. The construct is assessment and contain curtain having shape of a rectangle semi circle with check mark icon,345,345
178,25044,abbvie_criteria_abbvie_aa_nsm_deck1_0149_5_abbvie_aa_nsm,5,['criterium'],['assessment'],[],"['rectangle', 'square']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square,149,149
179,25045,abbvie_criteria_abbvie_aa_nsm_deck1_0150_2_abbvie_aa_nsm,2,['criterium'],['assessment'],['curtain'],"['rectangle', 'square']","['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'assessment', 'square', 'curtain', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'check', 'evaluation']",. The category is criteria. The construct is assessment and contain curtain having shape of a rectangle square with check mark icon,149,150
180,25040,abbvie_criteria_abbvie_aa_nsm_deck1_0147_5_abbvie_aa_nsm,5,['criterium'],['assessment'],"['clipboard', 'curtain']","['ribbon', 'square']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'scoring', 'system', 'clipboard', 'curtain', 'ribbon', 'evaluation']",. The category is criteria. The construct is assessment and contain clipboard curtain having shape of a ribbon square,144,147
181,25047,abbvie_criteria_abbvie_aa_nsm_deck1_0151_3_abbvie_aa_nsm,3,['criterium'],['assessment'],['curtain'],"['rectangle', 'square']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'curtain', 'evaluation']",. The category is criteria. The construct is assessment and contain curtain having shape of a rectangle square,149,151
182,8363,abbvie_imperatives_abbvie_aa_nsm_deck1_0122_2_abbvie_aa_nsm,2,['imperative'],['assessment'],['curtain'],['rectangle'],"['check', 'mark', 'cros', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'cros', 'assessment', 'curtain', 'imperative', 'valuation', 'rectangle', 'scoring', 'system', 'check', 'evaluation']",. The category is imperatives. The construct is assessment and contain curtain having shape of a rectangle with check mark cros mark icon,122,122
183,25049,abbvie_criteria_abbvie_aa_nsm_deck1_0153_6_abbvie_aa_nsm,6,['criterium'],['assessment'],[],"['rectangle', 'square']","['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'check', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square with check mark icon,149,153
184,25058,abbvie_criteria_abbvie_aa_nsm_deck1_0160_8_abbvie_aa_nsm,8,['criterium'],['assessment'],[],"['rectangle', 'square']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square,160,160
185,14744,abbvie_checklist_abbvie_aa_nsm_deck1_0094_3_abbvie_aa_nsm,3,['checklist'],['assessment'],"['check', 'list', 'curtain', 'hand', 'pencil']",['square'],[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']","['things to do', 'tally', 'account', 'list', 'register', 'registry', 'user story', 'note', 'taking note', 'roundtable', 'round table', ""to do'"", 'can do cannot do', 'did and did not do', 'task', 'to-do list', 'index', 'content', 'manifest', 'target', 'tasklist']","['round table', ""to do'"", 'note', 'pencil', 'task', 'manifest', 'user story', 'rating', 'score', 'assessment', 'can do cannot do', 'roundtable', 'tally', 'to-do list', 'list', 'account', 'tasklist', 'valuation', 'target', 'scoring', 'content', 'index', 'system', 'check', 'taking note', 'registry', 'square', 'things to do', 'checklist', 'did and did not do', 'register', 'curtain', 'hand', 'evaluation']",. The category is checklist. The construct is assessment and contain check list curtain hand pencil having shape of a square,92,94
186,25059,abbvie_criteria_abbvie_aa_nsm_deck1_0161_2_abbvie_aa_nsm,2,['criterium'],['assessment'],[],"['rectangle', 'square']","['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'check', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square with check mark icon,160,161
187,25061,abbvie_criteria_abbvie_aa_nsm_deck1_0163_4_abbvie_aa_nsm,4,['criterium'],['assessment'],[],"['rectangle', 'square']",[],"['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square,160,163
188,25062,abbvie_criteria_abbvie_aa_nsm_deck1_0162_3_abbvie_aa_nsm,3,['criterium'],['assessment'],[],"['rectangle', 'square']","['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'check', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square with check mark icon,160,162
189,25048,abbvie_criteria_abbvie_aa_nsm_deck1_0152_4_abbvie_aa_nsm,4,['criterium'],['assessment'],[],"['rectangle', 'square']","['check', 'mark']","['rating', 'valuation', 'evaluation', 'score', 'scoring', 'system']",[],"['mark', 'rating', 'score', 'assessment', 'square', 'valuation', 'criterium', 'rectangle', 'scoring', 'system', 'check', 'evaluation']",. The category is criteria. The construct is assessment having shape of a rectangle square with check mark icon,149,152
